Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
3dg0102,,,,,,,,Tank Top,,3XL,,,3DG0102-Tank Top-3XL,0,,0,continue,manual,32.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Tank%20Top.jpg,kg,,
3dg0102,,,,,,,,Tank Top,,4XL,,,3DG0102-Tank Top-4XL,0,,0,continue,manual,32.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Tank%20Top.jpg,kg,,
3dg0102,,,,,,,,Tank Top,,5XL,,,3DG0102-Tank Top-5XL,0,,0,continue,manual,32.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Tank%20Top.jpg,kg,,
3dg0102,,,,,,,,Tank Top,,6XL,,,3DG0102-Tank Top-6XL,0,,0,continue,manual,32.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Tank%20Top.jpg,kg,,
3dg0102,,,,,,,,Hoodie,,S,,,3DG0102-Hoodie-S,0,,0,continue,manual,53.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Hoodie.jpg,kg,,
3dg0102,,,,,,,,Hoodie,,M,,,3DG0102-Hoodie-M,0,,0,continue,manual,53.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Hoodie.jpg,kg,,
3dg0102,,,,,,,,Hoodie,,L,,,3DG0102-Hoodie-L,0,,0,continue,manual,53.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Hoodie.jpg,kg,,
3dg0102,,,,,,,,Hoodie,,XL,,,3DG0102-Hoodie-XL,0,,0,continue,manual,53.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Hoodie.jpg,kg,,
3dg0102,,,,,,,,Hoodie,,2XL,,,3DG0102-Hoodie-2XL,0,,0,continue,manual,53.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Hoodie.jpg,kg,,
3dg0102,,,,,,,,Hoodie,,3XL,,,3DG0102-Hoodie-3XL,0,,0,continue,manual,53.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Hoodie.jpg,kg,,
3dg0102,,,,,,,,Hoodie,,4XL,,,3DG0102-Hoodie-4XL,0,,0,continue,manual,53.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Hoodie.jpg,kg,,
3dg0102,,,,,,,,Hoodie,,5XL,,,3DG0102-Hoodie-5XL,0,,0,continue,manual,53.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Hoodie.jpg,kg,,
3dg0102,,,,,,,,Hoodie,,6XL,,,3DG0102-Hoodie-6XL,0,,0,continue,manual,53.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Hoodie.jpg,kg,,
3dg0102,,,,,,,,Sweatshirt,,S,,,3DG0102-Sweatshirt-S,0,,0,continue,manual,43.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Sweatshirt.jpg,kg,,
3dg0102,,,,,,,,Sweatshirt,,M,,,3DG0102-Sweatshirt-M,0,,0,continue,manual,43.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Sweatshirt.jpg,kg,,
3dg0102,,,,,,,,Sweatshirt,,L,,,3DG0102-Sweatshirt-L,0,,0,continue,manual,43.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Sweatshirt.jpg,kg,,
3dg0102,,,,,,,,Sweatshirt,,XL,,,3DG0102-Sweatshirt-XL,0,,0,continue,manual,43.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Sweatshirt.jpg,kg,,
3dg0102,,,,,,,,Sweatshirt,,2XL,,,3DG0102-Sweatshirt-2XL,0,,0,continue,manual,43.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Sweatshirt.jpg,kg,,
3dg0102,,,,,,,,Sweatshirt,,3XL,,,3DG0102-Sweatshirt-3XL,0,,0,continue,manual,43.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Sweatshirt.jpg,kg,,
3dg0102,,,,,,,,Sweatshirt,,4XL,,,3DG0102-Sweatshirt-4XL,0,,0,continue,manual,43.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Sweatshirt.jpg,kg,,
3dg0102,,,,,,,,Sweatshirt,,5XL,,,3DG0102-Sweatshirt-5XL,0,,0,continue,manual,43.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Sweatshirt.jpg,kg,,
3dg0102,,,,,,,,Sweatshirt,,6XL,,,3DG0102-Sweatshirt-6XL,0,,0,continue,manual,43.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Sweatshirt.jpg,kg,,
3dg0102,,,,,,,,Zipper Hoodie,,S,,,3DG0102-Zipper Hoodie-S,0,,0,continue,manual,63.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Zipper%20Hoodie.jpg,kg,,
3dg0102,,,,,,,,Zipper Hoodie,,M,,,3DG0102-Zipper Hoodie-M,0,,0,continue,manual,63.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Zipper%20Hoodie.jpg,kg,,
3dg0102,,,,,,,,Zipper Hoodie,,L,,,3DG0102-Zipper Hoodie-L,0,,0,continue,manual,63.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Zipper%20Hoodie.jpg,kg,,
3dg0102,,,,,,,,Zipper Hoodie,,XL,,,3DG0102-Zipper Hoodie-XL,0,,0,continue,manual,63.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Zipper%20Hoodie.jpg,kg,,
3dg0102,,,,,,,,Zipper Hoodie,,2XL,,,3DG0102-Zipper Hoodie-2XL,0,,0,continue,manual,63.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Zipper%20Hoodie.jpg,kg,,
3dg0102,,,,,,,,Zipper Hoodie,,3XL,,,3DG0102-Zipper Hoodie-3XL,0,,0,continue,manual,63.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Zipper%20Hoodie.jpg,kg,,
3dg0102,,,,,,,,Zipper Hoodie,,4XL,,,3DG0102-Zipper Hoodie-4XL,0,,0,continue,manual,63.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Zipper%20Hoodie.jpg,kg,,
3dg0102,,,,,,,,Zipper Hoodie,,5XL,,,3DG0102-Zipper Hoodie-5XL,0,,0,continue,manual,63.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Zipper%20Hoodie.jpg,kg,,
3dg0102,,,,,,,,Zipper Hoodie,,6XL,,,3DG0102-Zipper Hoodie-6XL,0,,0,continue,manual,63.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Zipper%20Hoodie.jpg,kg,,
3dg0102,,,,,,,,Bomber Jacket,,S,,,3DG0102-Bomber Jacket-S,0,,0,continue,manual,69.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Bomber%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Bomber Jacket,,M,,,3DG0102-Bomber Jacket-M,0,,0,continue,manual,69.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Bomber%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Bomber Jacket,,L,,,3DG0102-Bomber Jacket-L,0,,0,continue,manual,69.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Bomber%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Bomber Jacket,,XL,,,3DG0102-Bomber Jacket-XL,0,,0,continue,manual,69.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Bomber%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Bomber Jacket,,2XL,,,3DG0102-Bomber Jacket-2XL,0,,0,continue,manual,69.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Bomber%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Bomber Jacket,,3XL,,,3DG0102-Bomber Jacket-3XL,0,,0,continue,manual,69.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Bomber%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Bomber Jacket,,4XL,,,3DG0102-Bomber Jacket-4XL,0,,0,continue,manual,69.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Bomber%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Bomber Jacket,,5XL,,,3DG0102-Bomber Jacket-5XL,0,,0,continue,manual,69.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Bomber%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Bomber Jacket,,6XL,,,3DG0102-Bomber Jacket-6XL,0,,0,continue,manual,69.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Bomber%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Varsity Jacket,,S,,,3DG0102-Varsity Jacket-S,0,,0,continue,manual,55.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Varsity%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Varsity Jacket,,M,,,3DG0102-Varsity Jacket-M,0,,0,continue,manual,55.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Varsity%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Varsity Jacket,,L,,,3DG0102-Varsity Jacket-L,0,,0,continue,manual,55.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Varsity%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Varsity Jacket,,XL,,,3DG0102-Varsity Jacket-XL,0,,0,continue,manual,55.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Varsity%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Varsity Jacket,,2XL,,,3DG0102-Varsity Jacket-2XL,0,,0,continue,manual,55.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Varsity%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Varsity Jacket,,3XL,,,3DG0102-Varsity Jacket-3XL,0,,0,continue,manual,55.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Varsity%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Varsity Jacket,,4XL,,,3DG0102-Varsity Jacket-4XL,0,,0,continue,manual,55.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Varsity%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Varsity Jacket,,5XL,,,3DG0102-Varsity Jacket-5XL,0,,0,continue,manual,55.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Varsity%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Varsity Jacket,,6XL,,,3DG0102-Varsity Jacket-6XL,0,,0,continue,manual,55.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Varsity%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Fleece Jacket,,S,,,3DG0102-Fleece Jacket-S,0,,0,continue,manual,75.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Fleece%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Fleece Jacket,,M,,,3DG0102-Fleece Jacket-M,0,,0,continue,manual,75.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Fleece%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Fleece Jacket,,L,,,3DG0102-Fleece Jacket-L,0,,0,continue,manual,75.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Fleece%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Fleece Jacket,,XL,,,3DG0102-Fleece Jacket-XL,0,,0,continue,manual,75.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Fleece%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Fleece Jacket,,2XL,,,3DG0102-Fleece Jacket-2XL,0,,0,continue,manual,75.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Fleece%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Fleece Jacket,,3XL,,,3DG0102-Fleece Jacket-3XL,0,,0,continue,manual,75.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Fleece%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Fleece Jacket,,4XL,,,3DG0102-Fleece Jacket-4XL,0,,0,continue,manual,75.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Fleece%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Fleece Jacket,,5XL,,,3DG0102-Fleece Jacket-5XL,0,,0,continue,manual,75.95,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Fleece%20Jacket.jpg,kg,,
3dg0102,,,,,,,,Short Pant,,S,,,3DG0102-Short Pant-S,0,,0,continue,manual,37,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Short%20Pant.jpg,kg,,
3dg0102,,,,,,,,Short Pant,,M,,,3DG0102-Short Pant-M,0,,0,continue,manual,37,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Short%20Pant.jpg,kg,,
3dg0102,,,,,,,,Short Pant,,L,,,3DG0102-Short Pant-L,0,,0,continue,manual,37,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Short%20Pant.jpg,kg,,
3dg0102,,,,,,,,Short Pant,,XL,,,3DG0102-Short Pant-XL,0,,0,continue,manual,37,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Short%20Pant.jpg,kg,,
3dg0102,,,,,,,,Short Pant,,2XL,,,3DG0102-Short Pant-2XL,0,,0,continue,manual,37,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Short%20Pant.jpg,kg,,
3dg0102,,,,,,,,Short Pant,,3XL,,,3DG0102-Short Pant-3XL,0,,0,continue,manual,37,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Short%20Pant.jpg,kg,,
3dg0102,,,,,,,,Short Pant,,4XL,,,3DG0102-Short Pant-4XL,0,,0,continue,manual,37,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Short%20Pant.jpg,kg,,
3dg0102,,,,,,,,Short Pant,,5XL,,,3DG0102-Short Pant-5XL,0,,0,continue,manual,37,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Short%20Pant.jpg,kg,,
3dg0102,,,,,,,,Short Pant,,6XL,,,3DG0102-Short Pant-6XL,0,,0,continue,manual,37,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Short%20Pant.jpg,kg,,
3dg0102,,,,,,,,Long Pant,,S,,,3DG0102-Long Pant-S,0,,0,continue,manual,40,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Long%20Pant.jpg,kg,,
3dg0102,,,,,,,,Long Pant,,M,,,3DG0102-Long Pant-M,0,,0,continue,manual,40,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Long%20Pant.jpg,kg,,
3dg0102,,,,,,,,Long Pant,,L,,,3DG0102-Long Pant-L,0,,0,continue,manual,40,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Long%20Pant.jpg,kg,,
3dg0102,,,,,,,,Long Pant,,XL,,,3DG0102-Long Pant-XL,0,,0,continue,manual,40,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Long%20Pant.jpg,kg,,
3dg0102,,,,,,,,Long Pant,,2XL,,,3DG0102-Long Pant-2XL,0,,0,continue,manual,40,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Long%20Pant.jpg,kg,,
3dg0102,,,,,,,,Long Pant,,3XL,,,3DG0102-Long Pant-3XL,0,,0,continue,manual,40,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Long%20Pant.jpg,kg,,
3dg0102,,,,,,,,Long Pant,,4XL,,,3DG0102-Long Pant-4XL,0,,0,continue,manual,40,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Long%20Pant.jpg,kg,,
3dg0102,,,,,,,,Long Pant,,5XL,,,3DG0102-Long Pant-5XL,0,,0,continue,manual,40,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Long%20Pant.jpg,kg,,
3dg0102,,,,,,,,Long Pant,,6XL,,,3DG0102-Long Pant-6XL,0,,0,continue,manual,40,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,http://forfanstore.company/3DG0102-Long%20Pant.jpg,kg,,